word,mean,sd
unranked,2,0.96
unrequited,2,1.05
unsocial,2,1.12
unsolved,2,1.08
unsportsmanlike,2,1.07
unsure,2,0.89
untimely,2,1.12
untitled,2,1.25
untrustworthy,2,1.17
unutterable,2,1.06
unwanted,2,1.05
unwelcome,2,1.26
usable,2,1.25
vulnerable,2,1.23
wacky,2,0.93
worthwhile,2,1.31
worthy,2,1.15
zealous,2,1.2
zestful,2,1.05
again,2,1.25
amok,2,1.26
amply,2,1.27
amusedly,2,0.94
amusingly,2,1.13
anonymously,2,1.18
certifiably,2,1.22
condescendingly,2,0.98
constructively,2,0.89
creatively,2,1
deeply,2,1.02
delightedly,2,0.98
demonstrably,2,1.21
disapprovingly,2,1.07
everywhere,2,1.54
exponentially,2,1.14
expressively,2,1.26
famously,2,1.12
fluently,2,1.09
foolishly,2,1.22
fruitlessly,2,1.23
furiously,2,1.04
harder,2,1.19
headlong,2,1.15
hopefully,2,1.16
humiliatingly,2,1.26
ignorantly,2,1.12
immaculately,2,1.18
immortally,2,1.3
improperly,2,1.17
increasingly,2,1.1
insidiously,2,1.02
insufficiently,2,1.05
intensely,2,1.15
jointly,2,1.07
lawfully,2,1.3
lovingly,2,1.34
mainly,2,1.34
maturely,2,1.09
measly,2,1.13
moderately,2,1.02
moreover,2,1.28
peripherally,2,1.14
politely,2,1.2
poorly,2,1.05
popularly,2,1.22
privately,2,1.28
profitably,2,1.1
recurrently,2,1.08
reversely,2,1.3
selflessly,2,1.13
seriously,2,1.15
slavishly,2,1.24
strenuously,2,1.13
tactically,2,0.92
thermostatically,2,1.29
thoughtfully,2,1.05
thunderously,2,1.1
uncontrollably,2,1.21
unfashionably,2,1.1
unshapely,2,1.29
unwittingly,2,1.22
virtually,2,1.39
vulgarly,2,1.25
wearily,2,0.96
what,2,1.52
congeniality,2,1.24
uninsurable,2,1.26
advantage,2,1.12
advocacy,2,1.22
agnostic,2,1.47
ahoy,2,1.21
annunciation,2,1.25
arbitration,2,1.21
artistry,2,1.32
authentication,2,1.02
axiom,2,1.2
backwardness,2,1.14
benediction,2,1.35
blueblood,2,1.13
boldness,2,1.08
breakup,2,1.28
calamity,2,1.17
carnality,2,1.27
caveat,2,1.3
chastity,2,1.36
clarity,2,1.1
comeuppance,2,0.93
comparison,2,1.05
complement,2,1.12
culpability,2,1.14
decency,2,1.19
default,2,1.22
denaturalization,2,1.19
depreciation,2,1.33
deregulation,2,1.25
desegregation,2,1.14
dilemma,2,1.05
dismissal,2,1.16
dispensation,2,1.09
downside,2,1.22
elimination,2,1.04
endurance,2,1.2
evilness,2,1.15
extraordinaire,2,1.21
falsehood,2,1.11
fostering,2,1.2
gallantry,2,1.06
goofiness,2,1.14
grandeur,2,1.05
hastiness,2,1.27
hatred,2,1.2
helplessness,2,1.04
hokey,2,1.44
homey,2,1.12
humaneness,2,1.36
hunch,2,1.41
hypocrisy,2,1.26
identity,2,1.23
immensity,2,1.06
improvisation,2,0.89
inability,2,1.11
indecency,2,0.88
indiscrimination,2,1.24
insolvency,2,1
instability,2,1.32
instinct,2,1.14
insufficiency,2,1.29
intellectualization,2,1.17
interplay,2,1.11
intolerance,2,1.14
intricacy,2,1.14
intrigue,2,1.25
inventiveness,2,0.98
kudos,2,1.22
legalization,2,1.36
lethality,2,1.17
machination,2,1.27
malevolence,2,1.24
mentality,2,1.11
metaphysics,2,1.3
microeconomics,2,1.44
mildness,2,0.85
misallocation,2,1.02
mischievousness,2,1.22
misjudgment,2,1
mitigation,2,1.12
moodiness,2,1.04
nondisclosure,2,1.19
notoriety,2,1.11
objective,2,1.06
obliteration,2,1.02
oppression,2,1.19
overemphasis,2,1.31
overestimation,2,1.06
overzealousness,2,1.31
patriotism,2,1.49
peacefulness,2,1.22
peacekeeping,2,1
peeve,2,1.12
perception,2,1.23
pertinence,2,1.25
phooey,2,0.9
pleasantness,2,1.1
prominence,2,1.22
puzzlement,2,1.12
qualification,2,1.17
reconcilement,2,1.14
recourse,2,1.44
rectification,2,1.2
recurrence,2,1.02
reform,2,1.24
regulation,2,1.1
remorse,2,1.05
responsiveness,2,1.1
retribution,2,1.17
ridiculousness,2,0.94
scathe,2,1.12
scatterbrain,2,1.24
secrecy,2,1.22
secularist,2,1.26
semblance,2,1.11
sensuality,2,1.14
shyness,2,1.12
smartness,2,1.21
sneakiness,2,1.2
soberness,2,1.23
sorcery,2,1.11
spinelessness,2,1.19
stabilization,2,1.44
stereotype,2,1.31
sublimation,2,1.23
subspecialty,2,1.2
substantiation,2,1.22
tediousness,2,1.08
terminology,2,1.19
testy,2,1.16
unburden,2,1.25
undercapitalization,2,1.28
unfriendliness,2,0.93
unpleasantness,2,1.07
unpreparedness,2,1.22
unsuitability,2,1.39
upbringing,2,1.19
villainy,2,1.24
wackiness,2,0.96
wakefulness,2,1.17
ways,2,1.26
wellness,2,1.24
zealousness,2,1.35
with,2,0.98
accentuate,2,1.17
amaze,2,1.22
assessed,2,1.2
bequeath,2,1.25
beware,2,1.14
boggle,2,1.31
bother,2,1.12
characterize,2,0.98
conjugate,2,1.31
consign,2,1.21
coursed,2,1.29
declare,2,1.28
deferred,2,1.12
delaying,2,1.1
demean,2,0.98
derive,2,1.41
derived,2,1.19
devise,2,1.27
devote,2,1.23
digress,2,1.25
domineering,2,1.36
done,2,1.1
emphasize,2,1.2
empower,2,1.16
endure,2,1.2
engrossing,2,1.07
enrich,2,1.13
entice,2,1.12
enumerate,2,1.24
establish,2,1.19
evildoing,2,1.1
excusing,2,1.04
exhilarate,2,1.04
favoring,2,1.05
forewarning,2,1.08
gratified,2,1.16
impart,2,1.11
incur,2,1.27
indoctrinate,2,1.06
interject,2,1.11
jilt,2,1.15
manage,2,1.08
merited,2,1.02
negotiate,2,1.24
nonthreatening,2,1.41
obligate,2,1.29
overcompensate,2,1.05
overindulge,2,0.94
overplay,2,1.21
oversimplify,2,1.27
predict,2,1.11
prejudge,2,1.07
qualified,2,1.27
qualm,2,1.19
reassess,2,0.93
reduce,2,1.02
relate,2,1.28
repudiate,2,1.26
resonate,2,1.15
revert,2,0.98
rushed,2,0.94
sate,2,1.28
specialized,2,1.14
splurge,2,1.02
tend,2,1.09
tenderhearted,2,1.15
trivialize,2,1.23
troubling,2,1.26
unset,2,1.26
vex,2,1.06
wanting,2,1.36
wronged,2,1.02
yearning,2,1.12
abstinently,2,1.05
acquirement,2,1.11
acrostically,2,1.23
additively,2,1.2
affectedness,2,0.8
affirmable,2,1.22
ampleness,2,1.15
antichristian,2,1.13
antifeminism,2,1.25
apparitional,2,1.12
argumentation,2,1.3
aspirer,2,1.11
astringency,2,1.07
augmentative,2,1.23
aversely,2,1.26
bearably,2,1.1
bipartisanship,2,1.24
bondless,2,0.96
breadwinning,2,0.91
brutalism,2,1.25
calmingly,2,0.96
causelessly,2,1
chivalrously,2,1.19
circuitously,2,1.35
compliancy,2,1.2
compliantly,2,0.94
complicatedness,2,0.88
comprehensively,2,1.39
concernedly,2,1.06
conflictingly,2,0.91
conformant,2,1.41
congregationalism,2,1.38
conservable,2,0.76
continuative,2,1.06
costless,2,1.27
crapshoot,2,1.2
curability,2,1.07
damningly,2,0.96
darlingness,2,0.96
deathless,2,1.1
deathlessness,2,1.33
debtless,2,1.1
decipherable,2,1.26
declarable,2,1.26
deducibility,2,1.09
definiteness,2,1.07
degradingly,2,1.02
delicateness,2,0.89
depreciative,2,1.11
detainable,2,0.9
detractive,2,0.95
disgustful,2,1.23
dismountable,2,1.11
disruptively,2,0.71
distastefulness,2,1.2
distinctness,2,1.25
distinguishableness,2,1.06
distinguishably,2,1.12
dominatingly,2,1.06
draftiness,2,0.98
drollness,2,1.23
eeriness,2,1.18
entrepreneurship,2,1
entrustment,2,1.48
esoterically,2,1.41
evaluative,2,1.33
evangelically,2,0.98
evangelistically,2,1.44
evoker,2,1.25
exceptionable,2,1.08
exhaustless,2,0.96
exorbitantly,2,1.02
exoticness,2,1.09
expensiveness,2,1.12
experiential,2,0.91
expressionlessly,2,0.9
extrinsically,2,1.28
factorability,2,1.32
factorization,2,1.17
fantasist,2,1.12
feminize,2,0.96
flagrance,2,1.31
flauntingly,2,1.04
forbiddance,2,0.96
formlessness,2,1.21
formularization,2,1.3
fractionize,2,1.35
fruitlessness,2,0.94
functionalize,2,1.23
glamorously,2,1.06
gossipingly,2,1.15
governable,2,1.27
graveness,2,1.12
greediness,2,1.09
gruntingly,2,1.15
haggardly,2,0.98
heavyhearted,2,0.96
heftily,2,1.24
hereditarianism,2,0.91
hierocracy,2,0.95
hoggishly,2,1.2
hypnotizable,2,1.02
idiosyncratically,2,1.47
impassably,2,1.22
imposingness,2,1.06
impotently,2,1.31
incoherency,2,1.22
inconsecutive,2,1.24
inconspicuousness,2,1.11
incumbently,2,1
indebt,2,1.23
indecipherably,2,1.17
indigently,2,1.19
indispose,2,1.17
indistinguishableness,2,1.13
inexplicit,2,1.18
inhospitableness,2,1.11
insensibility,2,1.26
institutionally,2,1.13
intermitting,2,1.15
interruptible,2,1.22
intimateness,2,1.1
intolerantly,2,1.2
issueless,2,1.2
kindheartedness,2,1.05
lastingness,2,0.89
laudability,2,1.06
leasable,2,1.15
leisured,2,1.39
livability,2,0.94
localizable,2,1.17
malevolently,2,0.95
misadjust,2,1.15
misarrangement,2,1.15
misattribution,2,1
misbrand,2,1.1
miscellaneously,2,1.19
molecularly,2,1.33
monotonousness,2,1.15
multidisciplinary,2,1.33
nameable,2,0.87
naughtily,2,1.12
needlessness,2,1.16
noneconomic,2,1.3
nonpoisonous,2,1.3
nonracial,2,1.23
nonsocial,2,0.98
offputting,2,1.05
omnipresence,2,1.36
outmatch,2,0.98
overconcentration,2,1.07
overemphasize,2,1.07
overgenerous,2,1.02
overspecialization,2,1.26
overvalue,2,1.07
pluralization,2,1.06
polytheistic,2,1.41
premeditatedly,2,0.9
prepossess,2,1.15
profuseness,2,1.05
prolifically,2,1.22
readably,2,1.02
realizable,2,1.33
reanalyze,2,1.25
receptively,2,1.19
reciprocally,2,1.16
recommendable,2,1.11
recompletion,2,0.96
recumbently,2,1.26
redistributive,2,1.19
regionalize,2,1.15
reincorporate,2,1.15
relievable,2,1.2
rememorize,2,1.2
remobilize,2,1.02
rentability,2,1.3
reutilization,2,1.12
rituality,2,0.82
rustically,2,1.13
seasonably,2,1.11
serviceably,2,1.18
shallowly,2,1.38
showery,2,1.15
sluggishness,2,1.36
snappiness,2,1.02
specifier,2,1.26
stomaching,2,1.26
stylishness,2,1.22
subsidization,2,1.18
substitutable,2,1.12
subtractive,2,1.14
sullenness,2,1.44
superiorly,2,1.15
systemization,2,1.1
tenderheartedly,2,0.95
tortuously,2,1.19
transmissibility,2,1.12
unarticulated,2,1
unauthenticated,2,1.05
unbecomingly,2,1.02
uncorrupt,2,1.04
undeceived,2,1.22
undecipherable,2,1.1
undemonstrated,2,1.21
undeterminable,2,1.3
undeviating,2,1.02
uneconomic,2,1.02
unexcited,2,1.2
unflawed,2,1.21
unflustered,2,0.98
ungraciousness,2,1.11
unhearing,2,1.09
unhesitant,2,1.16
unknowledgeable,2,1.26
unmeasured,2,1.28
unmistaken,2,1.21
unmoved,2,1.23
unprofitably,2,1.26
unreasoningly,2,1.09
unreflecting,2,1.24
unregretful,2,1.38
unreviewable,2,1.29
unsearchableness,2,0.91
unspectacularly,2,1.22
unstipulated,2,1.12
unsurprising,2,1.16
unswayable,2,1.22
valiance,2,1.32
vindictively,2,1.31
vulgarize,2,1.15
warrantable,2,1.28
workless,2,1.22
wrathfully,2,1.27
brain drain,2,0.96
social control,2,0.8
spare time,2,1.17
unheard of,2,1.05
well grounded,2,1.14
adaptive,1.97,1.27
adequate,1.97,1.09
apprehensive,1.97,1.05
biblical,1.97,1.09
bloodcurdling,1.97,1.17
bourgeois,1.97,0.94
clueless,1.97,1.27
courteous,1.97,1.15
debilitating,1.97,1.05
different,1.97,1.27
evasive,1.97,1.18
fake,1.97,1.16
fresh,1.97,1.03
ghostly,1.97,1.27
inhumanly,1.97,0.98
irrevocable,1.97,0.98
lovable,1.97,1.27
miserable,1.97,1.19
moderate,1.97,0.98
negotiable,1.97,1.17
nonpermanent,1.97,1.03
pathetic,1.97,1.22
pathologic,1.97,1.15
pretentious,1.97,1.33
regulatory,1.97,1.11
sexless,1.97,1.18
sneaky,1.97,1.02
spunky,1.97,1.09
subdued,1.97,1.09
subsonic,1.97,1.11
sustained,1.97,1.03
taxable,1.97,1.14
technical,1.97,1.33
tedious,1.97,1.09
uncomplicated,1.97,1.1
undaunted,1.97,1.07
undignified,1.97,1.11
unidentified,1.97,1.15
unimpressive,1.97,1.02
unqualified,1.97,1.1
unskilled,1.97,1.18
unviable,1.97,1.3
vulgar,1.97,0.98
wasteful,1.97,1.02
wise,1.97,1.1
worthless,1.97,1.32
absolutely,1.97,1.19
attentively,1.97,1.1
beforehand,1.97,1.35
brilliantly,1.97,1.07
definitively,1.97,1.43
effortlessly,1.97,0.98
falsely,1.97,1.27
flippantly,1.97,0.98
instance,1.97,1.13
inversely,1.97,1.12
lamely,1.97,1.24
refreshingly,1.97,1.24
shrewdly,1.97,1.19
someplace,1.97,1.19
unfavorably,1.97,1.14
unflinchingly,1.97,1.19
victoriously,1.97,1.02
aftermath,1.97,1.12
athleticism,1.97,1.02
attitude,1.97,1.02
bummer,1.97,1.1
counterculture,1.97,1.16
delirium,1.97,1.07
dependability,1.97,1.03
destabilization,1.97,1.22
diligence,1.97,1.33
estimation,1.97,1.18
fun,1.97,1.38
indication,1.97,1.05
innovation,1.97,1.15
irresponsibility,1.97,1.13
madness,1.97,1.2
mistake,1.97,1
misunderstanding,1.97,1.13
outlook,1.97,1.38
protocol,1.97,1.21
rapture,1.97,1.12
selfishness,1.97,1.05
setback,1.97,1.13
sincerity,1.97,1.18
specifics,1.97,1.09
sportsmanship,1.97,1.12
timidity,1.97,1.38
our,1.97,1.32
agonize,1.97,1.07
celebrated,1.97,0.98
considered,1.97,1.24
diversify,1.97,1.02
established,1.97,0.98
excite,1.97,1.18
explain,1.97,1.05
hate,1.97,1.35
inviting,1.97,1.02
loosing,1.97,0.98
offended,1.97,1.17
outwit,1.97,1.02
premeditate,1.97,1.24
reassuring,1.97,0.94
reconsider,1.97,1.25
spurn,1.97,1.09
thought,1.97,1.35
applaudable,1.97,1.1
coldheartedly,1.97,1.28
collaboratively,1.97,1.03
combatively,1.97,0.68
comfortableness,1.97,0.94
contrastingly,1.97,1.05
deplored,1.97,0.98
describable,1.97,1.18
disjointedly,1.97,1.05
disposability,1.97,1.19
exhilarant,1.97,1.09
flightiness,1.97,1.09
inactively,1.97,1.21
inquiringly,1.97,1.09
intersexuality,1.97,1.24
investigational,1.97,1.03
rebelliously,1.97,1.05
ruefulness,1.97,1.21
snobbishness,1.97,1.18
spatiality,1.97,1.09
unaccredited,1.97,1.19
unattained,1.97,1.18
uncharacterized,1.97,1.09
uninvestigated,1.97,1.05
equal opportunity,1.97,1.22
lost cause,1.97,1.11
rule out,1.97,1.02
urban myth,1.97,0.91
aghast,1.96,1.26
altruistic,1.96,1.37
amused,1.96,1.32
ancestral,1.96,1.07
auspicious,1.96,1.04
austere,1.96,1.15
bigoted,1.96,1.17
blockheaded,1.96,1.08
circumstantial,1.96,1.17
complex,1.96,1.13
compulsory,1.96,1.24
conservative,1.96,1.19
contemporary,1.96,1.16
cowardly,1.96,1.26
crude,1.96,0.92
effortless,1.96,1.06
emasculated,1.96,1.29
empirical,1.96,1.14
erogenous,1.96,0.92
esteemed,1.96,1.13
evidential,1.96,1.04
exciting,1.96,1.17
exploitive,1.96,1.22
extreme,1.96,1.13
fallible,1.96,1.16
flabbergasted,1.96,1.29
garbled,1.96,1.14
generational,1.96,1.11
hectic,1.96,1.32
hypnotic,1.96,1.14
impassable,1.96,1
impolite,1.96,1.07
inadequate,1.96,1.16
inadmissible,1.96,1.43
incalculable,1.96,1
incongruous,1.96,1.23
infernal,1.96,1.2
interdependent,1.96,1.19
inventive,1.96,1.19
irrecoverable,1.96,1.22
irredeemable,1.96,0.92
kooky,1.96,1.18
lenient,1.96,1.21
lusty,1.96,1.31
maniacal,1.96,1.16
megalomaniacal,1.96,1.02
mellow,1.96,1
merciless,1.96,1.13
millennial,1.96,1.31
mortal,1.96,1.35
mysterious,1.96,1.32
naturalized,1.96,1.06
needless,1.96,1.31
nervy,1.96,1.28
newfangled,1.96,1.06
noncritical,1.96,1.23
overbearing,1.96,1.09
perverse,1.96,1.26
pompous,1.96,1.13
posttraumatic,1.96,1.19
problematical,1.96,1.06
punishable,1.96,1.22
queerer,1.96,1.09
rare,1.96,1.06
relational,1.96,1.04
retentive,1.96,1.18
revocable,1.96,1.19
scrupulous,1.96,1
simpler,1.96,1.13
sketchy,1.96,1.19
skilled,1.96,1.02
socialistic,1.96,0.95
soothing,1.96,0.89
spatial,1.96,0.98
storied,1.96,1.14
streetwise,1.96,1.17
tawdry,1.96,1.14
thickheaded,1.96,0.94
thoughtful,1.96,1.37
truculent,1.96,1.16
unacquainted,1.96,1.29
uncalculated,1.96,0.96
uncompounded,1.96,1.21
unconventional,1.96,1.24
undistinguished,1.96,1.27
unfunny,1.96,1.46
unifying,1.96,0.96
unmannerly,1.96,1.12
unmodified,1.96,1.14
unnoticeable,1.96,1.35
unpardonable,1.96,1.08
unproved,1.96,1.2
unrepentant,1.96,1.32
unscientific,1.96,1.08
unskillful,1.96,1.17
untainted,1.96,0.75
unthinking,1.96,1.2
unthrifty,1.96,1.08
untracked,1.96,1.09
unwary,1.96,1.29
unwelcomed,1.96,1.06
upcoming,1.96,1.09
uplifting,1.96,1.09
worsening,1.96,1.04
adorably,1.96,1.1
around,1.96,1.17
charitably,1.96,1.04
cinematically,1.96,1.17
comparatively,1.96,1.09
contentedly,1.96,0.88
contently,1.96,0.94
cosmically,1.96,1.21
deferentially,1.96,1.22
deftly,1.96,1.12
delightfully,1.96,1.32
desperately,1.96,0.95
functionally,1.96,1.29
gloriously,1.96,0.92
happily,1.96,1.26
heartbreakingly,1.96,1.15
jovially,1.96,1.08
legitimately,1.96,1.29
lovably,1.96,1.24
lyrically,1.96,1.13
maliciously,1.96,1.14
malignantly,1.96,1.11
nervously,1.96,1.16
obscurely,1.96,1.06
personably,1.96,1.1
perversely,1.96,1.07
predominately,1.96,1.21
provocatively,1.96,0.98
psychically,1.96,1.16
regally,1.96,1.09
seamlessly,1.96,1.34
sheepishly,1.96,1.19
splendidly,1.96,1.32
successfully,1.96,1.04
tediously,1.96,1.17
terrifically,1.96,0.92
thankfully,1.96,1.06
unconditionally,1.96,1.45
ungraciously,1.96,1.06
unpleasantly,1.96,1.29
vividly,1.96,1.09
weirdly,1.96,0.73
before,1.96,1.34
own,1.96,1.32
biblically,1.96,1.18
gamely,1.96,0.85
actuality,1.96,1.34
affectation,1.96,1.27
angst,1.96,1.09
appropriation,1.96,1.31
boredom,1.96,1.32
bravery,1.96,1.02
cahoots,1.96,1.14
candor,1.96,1
capitalism,1.96,1.13
cattiness,1.96,0.98
coherency,1.96,1.04
compliance,1.96,1.22
conciliation,1.96,0.75
conscience,1.96,1.1
conventionality,1.96,1.09
culmination,1.96,1
defilement,1.96,1.34
deprivation,1.96,1.02
disadvantage,1.96,1.22
discontinuation,1.96,1
discourtesy,1.96,1.16
disfavor,1.96,1.31
dissatisfaction,1.96,1.37
dissociation,1.96,1.07
dominion,1.96,1.4
dynamics,1.96,1.3
earful,1.96,1.21
emasculation,1.96,1.13
emotionality,1.96,1.43
encouragement,1.96,1.4
exactitude,1.96,1.28
expedience,1.96,0.96
fame,1.96,1.08
generation,1.96,1.07
gladness,1.96,0.89
humiliation,1.96,1.14
illegality,1.96,1.29
incomprehension,1.96,1.15
incorruptibility,1.96,1.35
ineffectiveness,1.96,1.2
intimacy,1.96,1.27
leeway,1.96,1.08
liability,1.96,1.06
lowbrow,1.96,1.17
lucidity,1.96,1.15
malignancy,1.96,1.26
miracle,1.96,1.5
musicality,1.96,1.16
numerology,1.96,1.11
oneness,1.96,1.24
optimization,1.96,1.4
peculiarity,1.96,0.92
phenomena,1.96,1.27
precognition,1.96,1.22
preeminence,1.96,0.98
procrastination,1.96,1.17
proficiency,1.96,1.14
racialism,1.96,1.08
regularity,1.96,1.16
remoteness,1.96,1.16
satire,1.96,1
scientology,1.96,1.32
simplicity,1.96,1.34
smugness,1.96,1.1
softie,1.96,1.19
stressor,1.96,1.3
subpar,1.96,1.14
temperament,1.96,1.32
truth,1.96,1.4
unacceptability,1.96,1.04
unkindness,1.96,1.34
untaught,1.96,1.22
woe,1.96,1.37
affirm,1.96,1.2
am,1.96,1.24
applied,1.96,0.96
are,1.96,1.45
bewilder,1.96,0.89
concede,1.96,1.06
condemn,1.96,1.28
confirmed,1.96,1.02
conserve,1.96,0.98
contrive,1.96,1.04
coursing,1.96,1.11
cursed,1.96,1.2
discern,1.96,1.22
embattled,1.96,1.14
endanger,1.96,0.96
evolve,1.96,1.07
extrapolate,1.96,1.08
forbid,1.96,1.1
foreshadow,1.96,1.29
forgetting,1.96,1.04
forsake,1.96,0.92
freaking,1.96,1.2
guarantee,1.96,1.09
guesstimate,1.96,1.29
invigorate,1.96,1.02
looming,1.96,1.26
misguide,1.96,1.22
misled,1.96,1.22
ordain,1.96,1.26
overreaching,1.96,1.13
overrule,1.96,1.19
persisting,1.96,1.04
preconditioned,1.96,1.04
predispose,1.96,1.13
reinitiate,1.96,1.16
remain,1.96,1.22
repent,1.96,1.23
reprove,1.96,1.19
resolve,1.96,1.14
retell,1.96,1.2
rile,1.96,1.25
satirize,1.96,1.31
scandalize,1.96,1.1
situate,1.96,1.06
softheaded,1.96,1.07
subjected,1.96,0.81
subordinating,1.96,0.82
summering,1.96,1.22
tending,1.96,1.17
thinking,1.96,1.19
unnerving,1.96,1.02
utilize,1.96,1.18
versed,1.96,1.08
abolishable,1.96,1.16
accusatorial,1.96,1.28
adverseness,1.96,1.24
aggravatingly,1.96,1.06
amorphously,1.96,1.19
annihilative,1.96,1.02
antirust,1.96,1.32
apathetically,1.96,0.98
apocalyptically,1.96,1.18
approachableness,1.96,1.18
asocial,1.96,1.19
attestable,1.96,1.11
audibility,1.96,1.22
backboneless,1.96,1.21
bemuse,1.96,0.93
bereave,1.96,1.16
brassiness,1.96,0.92
brutishly,1.96,1.17
bureaucratization,1.96,1.19
cantankerously,1.96,0.95
cataclysmically,1.96,0.88
changeability,1.96,0.89
changeful,1.96,1.22
charitableness,1.96,1
collectiveness,1.96,1.14
compactly,1.96,1.16
compositionally,1.96,1.19
compoundable,1.96,1.14
compressively,1.96,1
compulsivity,1.96,0.82
concentrative,1.96,1.19
confirmatively,1.96,1.12
consultable,1.96,1.33
consultative,1.96,0.93
contagiousness,1.96,1.4
contractible,1.96,1.12
corroboratory,1.96,1.02
crankily,1.96,1.17
crimeless,1.96,1.09
crimelessness,1.96,1.33
decidedness,1.96,1.02
delectably,1.96,0.87
depreciatingly,1.96,1.21
derange,1.96,1.09
desertedness,1.96,1.34
detachably,1.96,1.08
determinedness,1.96,1.02
detraction,1.96,1.14
disaccord,1.96,1
disallowance,1.96,1.07
disbursable,1.96,1.02
disconcertment,1.96,1.15
disharmonic,1.96,1.34
distortional,1.96,0.82
distractibility,1.96,0.84
divisively,1.96,1.23
doggish,1.96,1.09
doomful,1.96,1.17
doubtingly,1.96,1.34
dreamlessness,1.96,1.09
drudgingly,1.96,1.21
elatedly,1.96,1.02
electively,1.96,0.95
eliminatory,1.96,1.15
elusively,1.96,1.09
emphases,1.96,1.25
erroneousness,1.96,1.16
evolvable,1.96,1.24
factuality,1.96,1.29
feudality,1.96,1.11
forebode,1.96,1.3
foresighted,1.96,1.18
fragmentally,1.96,1.23
frigidly,1.96,0.98
funniness,1.96,1.23
futurism,1.96,0.88
fuzzily,1.96,1.29
glutinously,1.96,1.1
goatishness,1.96,1.12
goofily,1.96,1.14
grandness,1.96,1.21
guardedly,1.96,0.9
guiltily,1.96,1.09
halfheartedly,1.96,1.14
harmfully,1.96,1.09
heedfulness,1.96,0.77
holistically,1.96,1.04
hooliganism,1.96,1.14
huffily,1.96,1.11
immatureness,1.96,1.11
immorally,1.96,1.26
impalpable,1.96,0.98
impedimentary,1.96,1.24
implosively,1.96,1.1
impregnability,1.96,1.2
inaccessibleness,1.96,1.04
incapability,1.96,1.09
incompliance,1.96,1.27
inconsiderately,1.96,1.16
individuation,1.96,0.86
indulgently,1.96,1.07
indulger,1.96,1.02
industrially,1.96,1.22
inelegance,1.96,1.09
inelegantly,1.96,0.96
inharmonic,1.96,1.08
instantaneousness,1.96,1.46
interceptive,1.96,1.23
intergeneration,1.96,0.88
irreclaimable,1.96,1.14
jovialness,1.96,1.14
lawgiving,1.96,1
learnedly,1.96,1.06
limitable,1.96,1.14
lusciously,1.96,1.23
matchlessness,1.96,0.79
misstate,1.96,1.4
monopolization,1.96,1.06
moralizer,1.96,1.04
mythically,1.96,1.2
naturalism,1.96,1.2
needfulness,1.96,1.23
neighborliness,1.96,1.02
noncontiguous,1.96,1.4
nondiscriminatory,1.96,1.11
nonrestrictive,1.96,1.11
observably,1.96,1.29
observantly,1.96,1.08
openhearted,1.96,1
oppositely,1.96,1
otherworldliness,1.96,1.27
overdramatically,1.96,1.06
overdriven,1.96,1.04
overregulation,1.96,1.21
overzealously,1.96,1.26
peachiness,1.96,1.24
perceptivity,1.96,1.22
perfectively,1.96,1.02
playability,1.96,0.84
pluralize,1.96,1.11
preapproval,1.96,1.07
preplan,1.96,1.17
preposterousness,1.96,1.02
problematically,1.96,1.16
procommunist,1.96,0.98
prosecutable,1.96,1.15
psychopathy,1.96,1.28
punishably,1.96,1.06
quantitatively,1.96,1.22
questioningly,1.96,1.06
quotably,1.96,1.04
randomize,1.96,1.17
rareness,1.96,1.23
reassuringly,1.96,1.14
rebrand,1.96,0.88
recapitalization,1.96,1.02
remittable,1.96,1.02
rescindable,1.96,1.17
retentively,1.96,1.11
retrievably,1.96,1.06
secularly,1.96,0.93
sedateness,1.96,1.22
semiseriously,1.96,0.88
seventyfold,1.96,1.11
snootiness,1.96,1.17
spiritedly,1.96,0.94
sportsmanly,1.96,1.04
stoutheartedly,1.96,0.81
suavely,1.96,1.07
suaveness,1.96,0.95
tactual,1.96,1.16
taintless,1.96,1.27
theism,1.96,1.18
torridly,1.96,0.94
transmittance,1.96,0.96
trustworthily,1.96,1.15
unaffecting,1.96,1.19
unbeknown,1.96,1.2
unbelievingly,1.96,1
uncategorized,1.96,1.26
uncertainly,1.96,1.22
unconcern,1.96,1.08
unconstructive,1.96,0.96
undemocratically,1.96,1.13
underlie,1.96,1.22
understandability,1.96,0.85
undismayed,1.96,1.1
unfading,1.96,1.02
unfishable,1.96,1.4
ungratified,1.96,0.96
unhandy,1.96,1.06
uninfluenced,1.96,1.29
unintelligence,1.96,1.22
unobligated,1.96,1.31
unoffending,1.96,1.45
unrestrainedly,1.96,0.88
unscholarly,1.96,1.4
untransformed,1.96,0.85
unwaged,1.96,1.22
upsettingly,1.96,1.32
veracious,1.96,1.06
vitalizing,1.96,1.18
warmheartedly,1.96,1.26
waveringly,1.96,1.11
wearisome,1.96,1.07
westernize,1.96,1.29
willable,1.96,1.17
wordily,1.96,1.27
driving force,1.96,1.2
fair use,1.96,1.1
good fortune,1.96,1.22
make good,1.96,1.32
mumbo jumbo,1.96,0.92
opt for,1.96,1.28
phase in,1.96,1.02
take heart,1.96,1.26
adventurous,1.95,0.95
glooming,1.95,0.9
peculiar,1.95,1.17
abortively,1.95,1.05
anthropologically,1.95,1.13
coincidently,1.95,1.17
singly,1.95,1
unconceivable,1.95,1.2
eminence,1.95,0.95
enfranchisement,1.95,1.13
formativeness,1.95,1.13
humbuggery,1.95,1.36
illiterateness,1.95,1.09
immunological,1.95,1.07
